UID,Query,Counter balance,Validation Reaction Time,Test Reaction Time,Date,Correctness,Accuracy,Total Corrects,Method,GroundTruth,ClassifierCorrectness,ConfidenceScore,DifficultyLevel,ResNet-Prediction,KNN-Prediction,EMD-Prediction,CHM-Prediction,ResNet-Conf,KNN-Conf,EMD-Conf,CHM-Conf
5791dae225cb71000128ad5bNo-XAI,Anna_Hummingbird_0117_55785.jpg,6,412124.0,411022,2022-05-05 14:14:35.473,0,0.5666666666666667,17,ResNet-50,067.Anna_Hummingbird,1,0.99,Easy,067.Anna_Hummingbird,067.Anna_Hummingbird,067.Anna_Hummingbird,067.Anna_Hummingbird,0.99,0.045,0.04,0.045
5791dae225cb71000128ad5bNo-XAI,Worm_Eating_Warbler_0036_795573.jpg,6,412124.0,411022,2022-05-05 14:14:35.473,1,0.5666666666666667,17,ResNet-50,181.Worm_eating_Warbler,1,0.99,Easy,181.Worm_eating_Warbler,181.Worm_eating_Warbler,181.Worm_eating_Warbler,181.Worm_eating_Warbler,0.99,0.05,0.0475,0.0375
608d1d401c9b177d454eff96No-XAI,Yellow_Warbler_0029_176855.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,182.Yellow_Warbler,1,0.99,Easy,182.Yellow_Warbler,182.Yellow_Warbler,182.Yellow_Warbler,182.Yellow_Warbler,0.99,0.05,0.05,0.045
608d1d401c9b177d454eff96No-XAI,Rusty_Blackbird_0043_2597.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,011.Rusty_Blackbird,0,0.14,Easy,107.Common_Raven,093.Clark_Nutcracker,019.Gray_Catbird,019.Gray_Catbird,0.14,0.0225,0.017499999999999998,0.017499999999999998
608d1d401c9b177d454eff96No-XAI,Nelson_Sharp_Tailed_Sparrow_0070_796925.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,126.Nelson_Sharp_tailed_Sparrow,0,0.96,Hard,124.Le_Conte_Sparrow,124.Le_Conte_Sparrow,124.Le_Conte_Sparrow,126.Nelson_Sharp_tailed_Sparrow,0.96,0.027500000000000004,0.025,0.027500000000000004
608d1d401c9b177d454eff96No-XAI,Forsters_Tern_0021_144734.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,146.Forsters_Tern,0,0.98,Hard,143.Caspian_Tern,143.Caspian_Tern,143.Caspian_Tern,143.Caspian_Tern,0.98,0.0225,0.02,0.0225
608d1d401c9b177d454eff96No-XAI,American_Goldfinch_0107_32618.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,047.American_Goldfinch,1,0.99,Easy,047.American_Goldfinch,047.American_Goldfinch,047.American_Goldfinch,047.American_Goldfinch,0.99,0.05,0.0475,0.0475
608d1d401c9b177d454eff96No-XAI,Orange_Crowned_Warbler_0027_168381.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,173.Orange_crowned_Warbler,1,0.92,Easy,173.Orange_crowned_Warbler,173.Orange_crowned_Warbler,173.Orange_crowned_Warbler,173.Orange_crowned_Warbler,0.92,0.0375,0.04,0.0225
608d1d401c9b177d454eff96No-XAI,California_Gull_0078_41550.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,059.California_Gull,0,0.79,Hard,060.Glaucous_winged_Gull,066.Western_Gull,066.Western_Gull,066.Western_Gull,0.79,0.02,0.025,0.017499999999999998
608d1d401c9b177d454eff96No-XAI,Gadwall_0065_31659.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,046.Gadwall,1,0.99,Easy,046.Gadwall,046.Gadwall,046.Gadwall,046.Gadwall,0.99,0.05,0.05,0.05
608d1d401c9b177d454eff96No-XAI,California_Gull_0086_41040.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,059.California_Gull,0,0.46,Medium,065.Slaty_backed_Gull,066.Western_Gull,066.Western_Gull,066.Western_Gull,0.46,0.0325,0.0225,0.025
608d1d401c9b177d454eff96No-XAI,Red_Eyed_Vireo_0054_157158.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,154.Red_eyed_Vireo,1,0.97,Easy,154.Red_eyed_Vireo,154.Red_eyed_Vireo,154.Red_eyed_Vireo,154.Red_eyed_Vireo,0.97,0.04,0.034999999999999996,0.034999999999999996
608d1d401c9b177d454eff96No-XAI,Artic_Tern_0138_142527.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,141.Artic_Tern,0,0.38,Medium,144.Common_Tern,141.Artic_Tern,144.Common_Tern,144.Common_Tern,0.38,0.027500000000000004,0.0225,0.027500000000000004
608d1d401c9b177d454eff96No-XAI,Great_Grey_Shrike_0039_797015.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,112.Great_Grey_Shrike,1,0.73,Medium,112.Great_Grey_Shrike,111.Loggerhead_Shrike,111.Loggerhead_Shrike,111.Loggerhead_Shrike,0.73,0.0375,0.0375,0.03
608d1d401c9b177d454eff96No-XAI,Horned_Grebe_0005_34657.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,051.Horned_Grebe,1,0.95,Easy,051.Horned_Grebe,051.Horned_Grebe,051.Horned_Grebe,051.Horned_Grebe,0.95,0.03,0.025,0.02
608d1d401c9b177d454eff96No-XAI,Olive_Sided_Flycatcher_0082_796893.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,040.Olive_sided_Flycatcher,0,0.93,Hard,102.Western_Wood_Pewee,102.Western_Wood_Pewee,040.Olive_sided_Flycatcher,040.Olive_sided_Flycatcher,0.93,0.025,0.025,0.0225
608d1d401c9b177d454eff96No-XAI,White_Throated_Sparrow_0076_129088.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,133.White_throated_Sparrow,0,0.98,Hard,127.Savannah_Sparrow,127.Savannah_Sparrow,127.Savannah_Sparrow,127.Savannah_Sparrow,0.98,0.04,0.0375,0.04
608d1d401c9b177d454eff96No-XAI,Brewer_Sparrow_0073_107518.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,115.Brewer_Sparrow,1,0.99,Easy,115.Brewer_Sparrow,115.Brewer_Sparrow,115.Brewer_Sparrow,115.Brewer_Sparrow,0.99,0.042499999999999996,0.04,0.034999999999999996
608d1d401c9b177d454eff96No-XAI,Boat_Tailed_Grackle_0075_33839.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,049.Boat_tailed_Grackle,1,0.96,Easy,049.Boat_tailed_Grackle,049.Boat_tailed_Grackle,049.Boat_tailed_Grackle,049.Boat_tailed_Grackle,0.96,0.03,0.02,0.03
608d1d401c9b177d454eff96No-XAI,Sage_Thrasher_0024_796463.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,150.Sage_Thrasher,0,0.99,Hard,091.Mockingbird,091.Mockingbird,091.Mockingbird,091.Mockingbird,0.99,0.042499999999999996,0.042499999999999996,0.045
608d1d401c9b177d454eff96No-XAI,Red_Winged_Blackbird_0099_3985.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,010.Red_winged_Blackbird,0,0.6,Medium,011.Rusty_Blackbird,010.Red_winged_Blackbird,010.Red_winged_Blackbird,010.Red_winged_Blackbird,0.6,0.045,0.045,0.045
608d1d401c9b177d454eff96No-XAI,Elegant_Tern_0060_150837.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,145.Elegant_Tern,0,0.75,Hard,143.Caspian_Tern,143.Caspian_Tern,143.Caspian_Tern,143.Caspian_Tern,0.75,0.025,0.02,0.02
608d1d401c9b177d454eff96No-XAI,Caspian_Tern_0022_144922.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,143.Caspian_Tern,1,0.92,Easy,143.Caspian_Tern,143.Caspian_Tern,143.Caspian_Tern,144.Common_Tern,0.92,0.0225,0.015,0.017499999999999998
608d1d401c9b177d454eff96No-XAI,Gray_Crowned_Rosy_Finch_0078_27136.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,034.Gray_crowned_Rosy_Finch,1,0.92,Easy,034.Gray_crowned_Rosy_Finch,034.Gray_crowned_Rosy_Finch,034.Gray_crowned_Rosy_Finch,034.Gray_crowned_Rosy_Finch,0.92,0.042499999999999996,0.042499999999999996,0.042499999999999996
608d1d401c9b177d454eff96No-XAI,Rufous_Hummingbird_0067_59510.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,069.Rufous_Hummingbird,0,0.42,Medium,067.Anna_Hummingbird,070.Green_Violetear,067.Anna_Hummingbird,067.Anna_Hummingbird,0.42,0.0225,0.02,0.0225
608d1d401c9b177d454eff96No-XAI,Rose_Breasted_Grosbeak_0122_39284.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,057.Rose_breasted_Grosbeak,1,0.98,Easy,057.Rose_breasted_Grosbeak,057.Rose_breasted_Grosbeak,057.Rose_breasted_Grosbeak,057.Rose_breasted_Grosbeak,0.98,0.0475,0.05,0.042499999999999996
608d1d401c9b177d454eff96No-XAI,Savannah_Sparrow_0025_119124.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,127.Savannah_Sparrow,1,0.65,Medium,127.Savannah_Sparrow,127.Savannah_Sparrow,127.Savannah_Sparrow,127.Savannah_Sparrow,0.65,0.025,0.0375,0.025
608d1d401c9b177d454eff96No-XAI,Sayornis_0115_99335.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,103.Sayornis,0,0.54,Medium,040.Olive_sided_Flycatcher,040.Olive_sided_Flycatcher,040.Olive_sided_Flycatcher,040.Olive_sided_Flycatcher,0.54,0.025,0.02,0.015
608d1d401c9b177d454eff96No-XAI,Black_Footed_Albatross_0049_796063.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,001.Black_footed_Albatross,0,0.91,Hard,003.Sooty_Albatross,003.Sooty_Albatross,061.Heermann_Gull,061.Heermann_Gull,0.91,0.0125,0.017499999999999998,0.015
608d1d401c9b177d454eff96No-XAI,Common_Tern_0044_148680.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,0,0.5666666666666667,17,ResNet-50,144.Common_Tern,0,0.87,Hard,146.Forsters_Tern,146.Forsters_Tern,147.Least_Tern,146.Forsters_Tern,0.87,0.03,0.02,0.02
608d1d401c9b177d454eff96No-XAI,Yellow_Breasted_Chat_0066_21839.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,020.Yellow_breasted_Chat,1,0.99,Easy,020.Yellow_breasted_Chat,020.Yellow_breasted_Chat,020.Yellow_breasted_Chat,020.Yellow_breasted_Chat,0.99,0.05,0.05,0.05
608d1d401c9b177d454eff96No-XAI,Red_Breasted_Merganser_0031_79372.jpg,11,371392.39999997616,369870,2022-05-05 14:15:08.352,1,0.5666666666666667,17,ResNet-50,090.Red_breasted_Merganser,1,0.97,Easy,090.Red_breasted_Merganser,090.Red_breasted_Merganser,090.Red_breasted_Merganser,090.Red_breasted_Merganser,0.97,0.05,0.05,0.045
603ab6ce208b756898441c4bNo-XAI,Brandt_Cormorant_0019_23058.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,023.Brandt_Cormorant,0,0.48,Medium,067.Anna_Hummingbird,196.House_Wren,199.Winter_Wren,199.Winter_Wren,0.48,0.015,0.027500000000000004,0.017499999999999998
603ab6ce208b756898441c4bNo-XAI,Bewick_Wren_0113_185113.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,193.Bewick_Wren,1,0.91,Easy,193.Bewick_Wren,193.Bewick_Wren,193.Bewick_Wren,193.Bewick_Wren,0.91,0.0225,0.0325,0.0325
603ab6ce208b756898441c4bNo-XAI,Anna_Hummingbird_0022_55779.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,067.Anna_Hummingbird,0,0.42,Medium,069.Rufous_Hummingbird,067.Anna_Hummingbird,068.Ruby_throated_Hummingbird,067.Anna_Hummingbird,0.42,0.025,0.0225,0.0225
603ab6ce208b756898441c4bNo-XAI,Herring_Gull_0027_46389.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,0,0.7333333333333333,22,ResNet-50,062.Herring_Gull,0,0.98,Hard,045.Northern_Fulmar,045.Northern_Fulmar,045.Northern_Fulmar,045.Northern_Fulmar,0.98,0.017499999999999998,0.0125,0.017499999999999998
603ab6ce208b756898441c4bNo-XAI,Scissor_Tailed_Flycatcher_0025_42032.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,041.Scissor_tailed_Flycatcher,1,0.99,Easy,041.Scissor_tailed_Flycatcher,041.Scissor_tailed_Flycatcher,041.Scissor_tailed_Flycatcher,041.Scissor_tailed_Flycatcher,0.99,0.05,0.05,0.05
603ab6ce208b756898441c4bNo-XAI,Red_Faced_Cormorant_0015_796307.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,024.Red_faced_Cormorant,1,0.99,Easy,024.Red_faced_Cormorant,024.Red_faced_Cormorant,024.Red_faced_Cormorant,024.Red_faced_Cormorant,0.99,0.045,0.0375,0.027500000000000004
603ab6ce208b756898441c4bNo-XAI,Black_Capped_Vireo_0042_797483.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,0,0.7333333333333333,22,ResNet-50,151.Black_capped_Vireo,0,0.83,Hard,152.Blue_headed_Vireo,152.Blue_headed_Vireo,152.Blue_headed_Vireo,152.Blue_headed_Vireo,0.83,0.04,0.034999999999999996,0.034999999999999996
603ab6ce208b756898441c4bNo-XAI,Song_Sparrow_0038_121666.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,129.Song_Sparrow,1,0.9,Easy,129.Song_Sparrow,129.Song_Sparrow,129.Song_Sparrow,129.Song_Sparrow,0.9,0.034999999999999996,0.042499999999999996,0.0375
603ab6ce208b756898441c4bNo-XAI,Wilson_Warbler_0040_175347.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,180.Wilson_Warbler,1,0.98,Easy,180.Wilson_Warbler,180.Wilson_Warbler,180.Wilson_Warbler,180.Wilson_Warbler,0.98,0.05,0.045,0.04
603ab6ce208b756898441c4bNo-XAI,Black_Tern_0101_144331.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,142.Black_Tern,1,0.94,Easy,142.Black_Tern,147.Least_Tern,142.Black_Tern,147.Least_Tern,0.94,0.017499999999999998,0.015,0.02
603ab6ce208b756898441c4bNo-XAI,Harris_Sparrow_0033_116380.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,122.Harris_Sparrow,1,0.99,Easy,122.Harris_Sparrow,122.Harris_Sparrow,122.Harris_Sparrow,122.Harris_Sparrow,0.99,0.042499999999999996,0.05,0.045
603ab6ce208b756898441c4bNo-XAI,Spotted_Catbird_0002_796827.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,018.Spotted_Catbird,1,0.88,Easy,018.Spotted_Catbird,018.Spotted_Catbird,018.Spotted_Catbird,018.Spotted_Catbird,0.88,0.0325,0.027500000000000004,0.03
603ab6ce208b756898441c4bNo-XAI,Great_Grey_Shrike_0038_106617.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,0,0.7333333333333333,22,ResNet-50,112.Great_Grey_Shrike,0,0.96,Hard,111.Loggerhead_Shrike,111.Loggerhead_Shrike,111.Loggerhead_Shrike,111.Loggerhead_Shrike,0.96,0.03,0.034999999999999996,0.0225
603ab6ce208b756898441c4bNo-XAI,Blue_Headed_Vireo_0005_156007.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,0,0.7333333333333333,22,ResNet-50,152.Blue_headed_Vireo,0,0.72,Medium,169.Magnolia_Warbler,169.Magnolia_Warbler,172.Nashville_Warbler,169.Magnolia_Warbler,0.72,0.027500000000000004,0.025,0.034999999999999996
603ab6ce208b756898441c4bNo-XAI,Golden_Winged_Warbler_0032_794849.jpg,10,429114.0,426933,2022-05-05 14:21:32.714,1,0.7333333333333333,22,ResNet-50,166.Golden_winged_Warbler,1,0.99,Easy,166.Golden_winged_Warbler,166.Golden_winged_Warbler,166.Golden_winged_Warbler,166.Golden_winged_Warbler,0.99,0.05,0.05,0.0475
