UID,Query,Prior Knowledge,Counter balance,Group Known,Group Unknown,Validation Reaction Time,Test Reaction Time,DATE,Group Validation Correct,Group Validation Incorrect,ImageNet,Correctness,User Accuracy,User Corrects,Method,GroundTruth,Parent-lvl12,Parent-lvl13,Parent-lvl14,ClassifierCorrectness,DifficultyLevel,ConfidenceScore,ResNet-Prediction,KNN-Prediction,EMD-Prediction,CHM-Prediction,ResNet-Conf,KNN-Conf,EMD-Conf,CHM-Conf,Real GTs,Real WNIDs,Parent-lvl12_real,Parent-lvl13_real,Parent-lvl14_real
6386009,ILSVRC2012_val_00042830.JPEG,0,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n01955084,invertebrate,invertebrate,invertebrate,1,Easy,1.0,chiton,chiton,chiton,chiton,0.99,1.0,1.0,1.0,['chiton'],['n01955084'],['invertebrate'],['invertebrate'],['invertebrate']
6386009,ILSVRC2012_val_00027675.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n10565667,causal_agent,causal_agent,causal_agent,1,Easy,0.9,scuba_diver,scuba_diver,scuba_diver,scuba_diver,0.95,0.85,0.9,0.9,['scuba_diver'],['n10565667'],['causal_agent'],['causal_agent'],['causal_agent']
6386009,ILSVRC2012_val_00016885.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,0,0.7333333333333333,22,CHM-NN,n04548280,device,device,device,0,Easy,0.3,shield,shield,shield,shield,0.75,0.45,0.3,0.3,['wall_clock'],['n04548280'],['device'],['device'],['device']
6386009,ILSVRC2012_val_00021032.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,0,0.7333333333333333,22,CHM-NN,n01742172,reptile,reptile,reptile,0,Medium,0.45,boa_constrictor,boa_constrictor,boa_constrictor,boa_constrictor,0.81,0.3,0.4,0.45,['rock_python'],['n01744401'],['reptile'],['reptile'],['reptile']
6386009,ILSVRC2012_val_00039350.JPEG,0,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n12768682,natural_object,natural_object,natural_object,1,Easy,1.0,buckeye,buckeye,buckeye,buckeye,1.0,1.0,1.0,1.0,['buckeye'],['n12768682'],['natural_object'],['natural_object'],['natural_object']
6386009,ILSVRC2012_val_00001274.JPEG,0,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n01531178,bird,bird,bird,1,Easy,1.0,goldfinch,goldfinch,goldfinch,goldfinch,0.99,1.0,1.0,1.0,['goldfinch'],['n01531178'],['bird'],['bird'],['bird']
6386009,ILSVRC2012_val_00005853.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n02843684,covering,covering,covering,0,Medium,0.4,apron,hoopskirt,gown,gown,0.13,0.25,0.35,0.4,"['quilt', 'pillow']","['n04033995', 'n03938244']","['covering', 'padding']","['covering', 'padding']","['covering', 'padding']"
6386009,ILSVRC2012_val_00047962.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,0,0.7333333333333333,22,CHM-NN,n04146614,conveyance,conveyance,conveyance,1,Easy,0.95,school_bus,school_bus,school_bus,school_bus,0.98,0.95,1.0,0.95,"['trolleybus', 'school_bus', 'traffic_light']","['n04487081', 'n04146614', 'n06874185']","['conveyance', 'conveyance', 'abstraction']","['conveyance', 'conveyance', 'abstraction']","['conveyance', 'conveyance', 'abstraction']"
6386009,ILSVRC2012_val_00001036.JPEG,0,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n01877812,metatherian,metatherian,metatherian,1,Easy,1.0,wallaby,wallaby,wallaby,wallaby,0.99,1.0,1.0,1.0,['wallaby'],['n01877812'],['metatherian'],['metatherian'],['metatherian']
6386009,ILSVRC2012_val_00024248.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n09246464,geological_formation,geological_formation,geological_formation,1,Medium,0.5,seashore,promontory,seashore,seashore,0.48,0.45,0.5,0.5,"['promontory', 'seashore']","['n09399592', 'n09428293']","['geological_formation', 'geological_formation']","['geological_formation', 'geological_formation']","['geological_formation', 'geological_formation']"
6386009,ILSVRC2012_val_00037419.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n04371430,commodity,commodity,commodity,0,Medium,0.55,swimming_trunks,bikini,bikini,bikini,0.68,0.45,0.55,0.55,['swimming_trunks'],['n04371430'],['commodity'],['commodity'],['commodity']
6386009,ILSVRC2012_val_00015029.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n09246464,geological_formation,geological_formation,geological_formation,1,Medium,0.65,cliff,cliff,cliff,cliff,0.4,0.7,0.55,0.65,['cliff'],['n09246464'],['geological_formation'],['geological_formation'],['geological_formation']
6386009,ILSVRC2012_val_00042682.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n04465501,container,container,container,0,Medium,0.45,trailer_truck,trailer_truck,trailer_truck,trailer_truck,0.84,0.4,0.45,0.45,"['tractor', 'harvester']","['n04465501', 'n03496892']","['container', 'device']","['container', 'device']","['container', 'device']"
6386009,ILSVRC2012_val_00028164.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n02971356,container,container,container,0,Hard,0.8,crate,crate,crate,crate,0.49,0.7,0.8,0.8,['carton'],['n02971356'],['container'],['container'],['container']
6386009,ILSVRC2012_val_00006503.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n07768694,natural_object,natural_object,natural_object,1,Easy,1.0,pomegranate,pomegranate,pomegranate,pomegranate,0.99,1.0,1.0,1.0,['pomegranate'],['n07768694'],['natural_object'],['natural_object'],['natural_object']
6386009,ILSVRC2012_val_00015941.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n03496892,device,device,device,1,Easy,0.95,harvester,harvester,harvester,harvester,0.98,1.0,0.95,0.95,['harvester'],['n03496892'],['device'],['device'],['device']
6386009,ILSVRC2012_val_00037511.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n07711569,matter,matter,matter,0,Easy,0.1,sandal,hamster,sandal,sandal,0.1,0.05,0.2,0.1,['mixing_bowl'],['n03775546'],['container'],['container'],['container']
6386009,ILSVRC2012_val_00028887.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n03995372,implement,implement,implement,0,Medium,0.4,power_drill,pay-phone,hand_blower,pay-phone,0.4,0.4,0.4,0.4,['power_drill'],['n03995372'],['implement'],['implement'],['implement']
6386009,ILSVRC2012_val_00016450.JPEG,1,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,1,0.7333333333333333,22,CHM-NN,n02804610,device,device,device,0,Easy,0.2,umbrella,chest,chest,mailbox,0.13,0.25,0.25,0.2,['bassoon'],['n02804610'],['device'],['device'],['device']
6386009,ILSVRC2012_val_00022106.JPEG,0,15,15,7,677682.7000005245,340827,2022-05-01 00:17:34.793,10,0,22,0,0.7333333333333333,22,CHM-NN,n01580077,bird,bird,bird,0,Hard,0.8,magpie,magpie,magpie,magpie,0.77,0.7,0.65,0.8,['bulbul'],['n01560419'],['bird'],['bird'],['bird']
6386055,ILSVRC2012_val_00001717.JPEG,0,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n02279972,invertebrate,invertebrate,invertebrate,0,Medium,0.35,monarch,cabbage_butterfly,cabbage_butterfly,cabbage_butterfly,0.12,0.4,0.3,0.35,['monarch'],['n02279972'],['invertebrate'],['invertebrate'],['invertebrate']
6386055,ILSVRC2012_val_00047335.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n02879718,device,device,device,1,Medium,0.4,pedestal,pedestal,pedestal,pedestal,0.79,0.5,0.4,0.4,['pedestal'],['n03903868'],['structure'],['structure'],['structure']
6386055,ILSVRC2012_val_00004373.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03733281,system,system,system,1,Easy,1.0,maze,maze,maze,maze,0.99,1.0,1.0,1.0,['maze'],['n03733281'],['system'],['system'],['system']
6386055,ILSVRC2012_val_00019796.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,0,0.7666666666666667,23,CHM-NN,n03179701,furnishing,furnishing,furnishing,0,Easy,0.25,desk,desk,desktop_computer,monitor,0.37,0.25,0.2,0.25,['desk'],['n03179701'],['furnishing'],['furnishing'],['furnishing']
6386055,ILSVRC2012_val_00045548.JPEG,0,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,0,0.7666666666666667,23,CHM-NN,n02106550,carnivore,canine,dog,0,Easy,0.25,miniature_pinscher,Boston_bull,black-and-tan_coonhound,miniature_pinscher,0.46,0.2,0.2,0.25,['Rottweiler'],['n02106550'],['carnivore'],['canine'],['dog']
6386055,ILSVRC2012_val_00040775.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n01774750,invertebrate,invertebrate,invertebrate,1,Easy,1.0,tarantula,tarantula,tarantula,tarantula,0.99,1.0,1.0,1.0,['tarantula'],['n01774750'],['invertebrate'],['invertebrate'],['invertebrate']
6386055,ILSVRC2012_val_00019408.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n04254680,equipment,equipment,equipment,1,Easy,1.0,soccer_ball,soccer_ball,soccer_ball,soccer_ball,0.93,1.0,1.0,1.0,['soccer_ball'],['n04254680'],['equipment'],['equipment'],['equipment']
6386055,ILSVRC2012_val_00033074.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n07615774,matter,matter,matter,1,Easy,1.0,ice_lolly,ice_lolly,ice_lolly,ice_lolly,0.99,1.0,1.0,1.0,['ice_lolly'],['n07615774'],['matter'],['matter'],['matter']
6386055,ILSVRC2012_val_00017357.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03063689,implement,implement,implement,0,Hard,0.75,beacon,beacon,beacon,beacon,0.24,0.75,0.65,0.75,['coffeepot'],['n03063689'],['implement'],['implement'],['implement']
6386055,ILSVRC2012_val_00029840.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03584829,commodity,commodity,commodity,1,Medium,0.35,iron,iron,iron,iron,0.99,0.65,0.55,0.35,['iron'],['n03584829'],['commodity'],['commodity'],['commodity']
6386055,ILSVRC2012_val_00005291.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n02088364,carnivore,canine,dog,1,Medium,0.6,beagle,beagle,beagle,beagle,0.83,0.7,0.5,0.6,['beagle'],['n02088364'],['carnivore'],['canine'],['dog']
6386055,ILSVRC2012_val_00041939.JPEG,0,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n01440764,aquatic_vertebrate,aquatic_vertebrate,aquatic_vertebrate,1,Easy,1.0,tench,tench,tench,tench,0.99,1.0,1.0,1.0,['tench'],['n01440764'],['aquatic_vertebrate'],['aquatic_vertebrate'],['aquatic_vertebrate']
6386055,ILSVRC2012_val_00000119.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03782006,equipment,equipment,equipment,1,Medium,0.45,television,home_theater,home_theater,home_theater,0.55,0.3,0.5,0.45,"['miniskirt', 'television', 'home_theater']","['n03770439', 'n04404412', 'n03529860']","['commodity', 'system', 'structure']","['commodity', 'system', 'structure']","['commodity', 'system', 'structure']"
6386055,ILSVRC2012_val_00031045.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n02776631,structure,structure,structure,0,Hard,0.8,bakery,bakery,bakery,bakery,0.53,0.7,0.75,0.8,"['French_loaf', 'bagel']","['n07684084', 'n07693725']","['matter', 'matter']","['matter', 'matter']","['matter', 'matter']"
6386055,ILSVRC2012_val_00025450.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03759954,device,device,device,0,Hard,1.0,bathing_cap,bathing_cap,bathing_cap,bathing_cap,0.99,1.0,1.0,1.0,['microphone'],['n03759954'],['device'],['device'],['device']
6386055,ILSVRC2012_val_00017419.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,0,0.7666666666666667,23,CHM-NN,n03982430,equipment,equipment,equipment,0,Easy,0.3,restaurant,confectionery,tobacco_shop,bakery,0.54,0.2,0.4,0.3,"['pool_table', 'restaurant']","['n03982430', 'n04081281']","['equipment', 'structure']","['equipment', 'structure']","['equipment', 'structure']"
6386055,ILSVRC2012_val_00007685.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n04179913,commodity,commodity,commodity,1,Easy,1.0,sewing_machine,sewing_machine,sewing_machine,sewing_machine,0.99,1.0,1.0,1.0,['sewing_machine'],['n04179913'],['commodity'],['commodity'],['commodity']
6386055,ILSVRC2012_val_00032057.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03721384,device,device,device,1,Easy,1.0,marimba,marimba,marimba,marimba,0.99,1.0,1.0,1.0,['marimba'],['n03721384'],['device'],['device'],['device']
6386055,ILSVRC2012_val_00040023.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03777754,equipment,equipment,equipment,1,Hard,0.3,modem,modem,modem,modem,0.41,0.35,0.2,0.3,['modem'],['n03777754'],['equipment'],['equipment'],['equipment']
6386055,ILSVRC2012_val_00026922.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03930630,container,container,container,1,Medium,0.7,pickup,pickup,pickup,pickup,0.48,0.5,0.45,0.7,['pickup'],['n03930630'],['container'],['container'],['container']
6386055,ILSVRC2012_val_00010700.JPEG,0,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n01955084,invertebrate,invertebrate,invertebrate,1,Easy,1.0,chiton,chiton,chiton,chiton,0.98,0.9,1.0,1.0,['chiton'],['n01955084'],['invertebrate'],['invertebrate'],['invertebrate']
6386055,ILSVRC2012_val_00045207.JPEG,0,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,0,0.7666666666666667,23,CHM-NN,n02100583,carnivore,canine,dog,0,Medium,0.5,Weimaraner,vizsla,Weimaraner,Weimaraner,0.65,0.55,0.5,0.5,['redbone'],['n02090379'],['carnivore'],['canine'],['dog']
6386055,ILSVRC2012_val_00024451.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,0,0.7666666666666667,23,CHM-NN,n02783161,implement,implement,implement,0,Medium,0.6,binder,binder,binder,binder,0.96,0.45,0.55,0.6,['ballpoint'],['n02783161'],['implement'],['implement'],['implement']
6386055,ILSVRC2012_val_00007261.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,0,0.7666666666666667,23,CHM-NN,n02113712,carnivore,canine,dog,0,Medium,0.6,toy_poodle,toy_poodle,miniature_poodle,miniature_poodle,0.57,0.55,0.55,0.6,['toy_poodle'],['n02113624'],['carnivore'],['canine'],['dog']
6386055,ILSVRC2012_val_00036514.JPEG,0,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n13040303,fungus,fungus,fungus,1,Easy,1.0,stinkhorn,stinkhorn,stinkhorn,stinkhorn,0.99,1.0,1.0,1.0,['stinkhorn'],['n13040303'],['fungus'],['fungus'],['fungus']
6386055,ILSVRC2012_val_00019720.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n02879718,device,device,device,1,Hard,0.3,bow,bow,swing,bow,0.34,0.2,0.2,0.3,['bow'],['n02879718'],['device'],['device'],['device']
6386055,ILSVRC2012_val_00040276.JPEG,0,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n03124043,covering,covering,covering,0,Easy,0.15,swing,whippet,Saluki,Saluki,0.61,0.15,0.15,0.15,"['cowboy_boot', 'cowboy_hat', 'carousel', 'rocking_chair']","['n03124043', 'n03124170', 'n02966193', 'n04099969']","['covering', 'commodity', 'device', 'furnishing']","['covering', 'commodity', 'device', 'furnishing']","['covering', 'commodity', 'device', 'furnishing']"
6386055,ILSVRC2012_val_00044605.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n02088466,carnivore,canine,dog,1,Easy,1.0,bloodhound,bloodhound,bloodhound,bloodhound,0.98,1.0,1.0,1.0,['bloodhound'],['n02088466'],['carnivore'],['canine'],['dog']
6386055,ILSVRC2012_val_00015364.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,0,0.7666666666666667,23,CHM-NN,n03961711,structure,structure,structure,0,Medium,0.6,plate_rack,china_cabinet,china_cabinet,china_cabinet,0.33,0.7,0.55,0.6,['plate_rack'],['n03961711'],['structure'],['structure'],['structure']
6386055,ILSVRC2012_val_00038114.JPEG,1,11,18,5,377568.10000002384,191191,2022-05-01 00:23:23.449,9,1,23,1,0.7666666666666667,23,CHM-NN,n02804610,device,device,device,0,Medium,0.5,bassoon,coffee_mug,espresso,espresso,0.41,0.3,0.5,0.5,"['bassoon', 'oboe']","['n02804610', 'n03838899']","['device', 'device']","['device', 'device']","['device', 'device']"
6386067,ILSVRC2012_val_00043746.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n03017168,device,device,device,1,Easy,0.8,chime,chime,chime,chime,0.95,0.75,0.75,0.8,['chime'],['n03017168'],['device'],['device'],['device']
6386067,ILSVRC2012_val_00024053.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n02087046,carnivore,canine,dog,1,Easy,1.0,toy_terrier,toy_terrier,toy_terrier,toy_terrier,0.98,0.95,1.0,1.0,['toy_terrier'],['n02087046'],['carnivore'],['canine'],['dog']
6386067,ILSVRC2012_val_00027055.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n04517823,commodity,commodity,commodity,0,Medium,0.55,vacuum,crutch,vacuum,crutch,0.56,0.6,0.65,0.55,['vacuum'],['n04517823'],['commodity'],['commodity'],['commodity']
6386067,ILSVRC2012_val_00036560.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n03527444,covering,covering,covering,1,Hard,0.3,holster,holster,holster,holster,0.57,0.25,0.2,0.3,"['holster', 'revolver']","['n03527444', 'n04086273']","['covering', 'device']","['covering', 'device']","['covering', 'device']"
6386067,ILSVRC2012_val_00014421.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n04493381,container,container,container,0,Medium,0.7,tub,bath_towel,bath_towel,bath_towel,0.44,0.45,0.55,0.7,['bathtub'],['n02808440'],['container'],['container'],['container']
6386067,ILSVRC2012_val_00037016.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n03141823,implement,implement,implement,0,Hard,0.85,flagpole,flagpole,flagpole,flagpole,0.51,0.7,0.8,0.85,['crutch'],['n03141823'],['implement'],['implement'],['implement']
6386067,ILSVRC2012_val_00012116.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n03891332,device,device,device,1,Easy,1.0,parking_meter,parking_meter,parking_meter,parking_meter,0.99,1.0,1.0,1.0,['parking_meter'],['n03891332'],['device'],['device'],['device']
6386067,ILSVRC2012_val_00017341.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n02445715,carnivore,musteline_mammal,musteline_mammal,1,Easy,0.95,skunk,skunk,skunk,skunk,0.99,0.95,1.0,0.95,['skunk'],['n02445715'],['carnivore'],['musteline_mammal'],['musteline_mammal']
6386067,ILSVRC2012_val_00003594.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,0,0.9,27,CHM-NN,n07248320,covering,covering,covering,0,Medium,0.4,library,bookshop,bookshop,bookshop,0.51,0.65,0.5,0.4,['book_jacket'],['n07248320'],['covering'],['covering'],['covering']
6386067,ILSVRC2012_val_00017365.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n06596364,medium,medium,medium,0,Easy,0.2,bookshop,toyshop,miniskirt,toyshop,0.36,0.25,0.2,0.2,"['bookshop', 'miniskirt']","['n02871525', 'n03770439']","['structure', 'commodity']","['structure', 'commodity']","['structure', 'commodity']"
6386067,ILSVRC2012_val_00045385.JPEG,1,10,26,1,188877.39999854565,94889,2022-05-01 00:23:25.214,10,0,27,1,0.9,27,CHM-NN,n04532106,commodity,commodity,commodity,0,Medium,0.45,vestment,stage,stage,stage,0.35,0.35,0.35,0.45,"['vestment', 'church', 'altar']","['n04532106', 'n03028079', 'n02699494']","['commodity', 'structure', 'structure']","['commodity', 'structure', 'structure']","['commodity', 'structure', 'structure']"
